Customer_ID,Name,Email,Segment,Total_Spent,Transaction_Count
CUST-0312,Emily Williams,emily.williams898@email.com,VIP,2814.90,13
CUST-0218,Yara Scott,yara.scott498@email.com,VIP,2339.58,12
CUST-0432,Victor Davis,victor.davis699@email.com,VIP,8188.05,15
CUST-0006,Ella Davis,ella.davis42@email.com,VIP,3635.66,12
CUST-0367,Sophia Thomas,sophia.thomas61@email.com,VIP,8719.87,12
CUST-0382,Bob Garcia,bob.garcia408@email.com,VIP,7758.22,14
CUST-0191,Abigail Nwachukwu,abigail.green819@email.com,VIP,5490.09,13
CUST-0010,Rachel King,rachel.king825@email.com,VIP,5261.48,13
CUST-0388,Ethan Hall,ethan.hall226@email.com,VIP,3882.84,15
CUST-0105,Jack Clark,jack.clark137@email.com,VIP,4951.65,12
CUST-0043,Peter Lopez,peter.lopez459@email.com,VIP,2257.09,12
CUST-0028,Peter Hall,peter.hall795@email.com,VIP,6688.56,10
CUST-0233,Mason Thomas,mason.thomas131@email.com,VIP,8941.56,12
CUST-0217,Henry Williams,henry.williams735@email.com,VIP,5030.98,10
CUST-0275,Noah King,noah.king586@email.com,VIP,3409.59,10
CUST-0492,Peter Lopez,peter.lopez338@email.com,VIP,7207.72,10
CUST-0372,Ava Robinson,ava.robinson210@email.com,VIP,2942.19,12
CUST-0192,Mason Thompson,mason.thompson510@email.com,VIP,5298.40,14
CUST-0419,Ella Taylor,ella.taylor154@email.com,VIP,5387.26,15
CUST-0066,Kate Miller,kate.miller905@email.com,VIP,8913.19,11
CUST-0277,Henry Thomas,henry.thomas670@email.com,VIP,5616.47,14
CUST-0455,Ethan Wright,ethan.wright862@email.com,VIP,4117.34,10
CUST-0176,Ava Jones,ava.jones96@email.com,VIP,3175.02,13
CUST-0178,Sophia Olatunji,sophia.anderson104@email.com,VIP,6275.17,12
CUST-0412,Ivy Harris,ivy.harris571@email.com,VIP,6770.39,14
CUST-0257,Wendy Harris,wendy.harris102@email.com,VIP,4974.05,14
CUST-0338,Henry King,henry.king327@email.com,VIP,5434.87,11
CUST-0405,Lucas Johnson,lucas.johnson758@email.com,VIP,2674.17,11
CUST-0260,Emily Lewis,emily.lewis49@email.com,VIP,4129.43,10
CUST-0190,Amelia Obaje,amelia.martinez420@email.com,VIP,3926.42,13
CUST-0048,Wendy Lewis,wendy.lewis309@email.com,VIP,3788.24,11
CUST-0223,Harper Davis,harper.davis10@email.com,VIP,4758.67,15
CUST-0302,Ava Robinson,ava.robinson61@email.com,VIP,7171.00,13
CUST-0458,Xavier Garcia,xavier.garcia828@email.com,VIP,8438.79,14
CUST-0500,Noah Jackson,noah.jackson939@email.com,VIP,3858.26,12
CUST-0081,Peter Owem,peter.gonzalez496@email.com,VIP,11418.96,13
CUST-0165,Wendy Lopez,wendy.lopez245@email.com,VIP,5574.39,13
CUST-0015,Charlotte Olatunji,charlotte.anderson962@email.com,VIP,5494.48,11
CUST-0152,Charlie Robinson,charlie.robinson825@email.com,VIP,5269.00,14
CUST-0384,Bob Garcia,bob.garcia128@email.com,VIP,5390.58,14
CUST-0182,Sam Lopez,sam.lopez346@email.com,VIP,7467.31,12
CUST-0308,Uma Wilson,uma.wilson828@email.com,VIP,3969.14,11
CUST-0391,Emily Robinson,emily.robinson975@email.com,VIP,5626.63,11
CUST-0138,Ella Jones,ella.jones716@email.com,VIP,2475.46,15
CUST-0161,Tara Hall,tara.hall925@email.com,VIP,7609.57,10
CUST-0435,Emma Scott,emma.scott856@email.com,VIP,4304.51,11
CUST-0045,David Young,david.young762@email.com,VIP,5821.08,15
CUST-0398,Emma Harris,emma.harris464@email.com,VIP,2691.26,11
CUST-0136,William Martin,william.martin72@email.com,VIP,4802.61,14
CUST-0227,Andrew Jones,andrew.jones252@email.com,VIP,6065.66,11
CUST-0327,Amelia Jackson,amelia.jackson379@email.com,VIP,4410.75,11
CUST-0116,Henry Garcia,henry.garcia476@email.com,VIP,4340.89,12
CUST-0074,Rachel Hall,rachel.hall887@email.com,VIP,7284.31,12
CUST-0019,Mia Brown,mia.brown330@email.com,VIP,4912.66,10
CUST-0141,Emily Rodriguez,emily.rodriguez270@email.com,VIP,2583.68,10
CUST-0496,Joseph Lee,joseph.lee704@email.com,VIP,4190.15,13
CUST-0289,Matthew Lewis,matthew.lewis377@email.com,VIP,4556.42,13
CUST-0371,James Johnson,james.johnson228@email.com,VIP,6673.66,14
CUST-0393,Sam Obaje,sam.martinez60@email.com,VIP,4647.14,12
CUST-0334,Lucas White,lucas.white436@email.com,VIP,5471.09,14
CUST-0480,Lucas Wright,lucas.wright52@email.com,VIP,5391.47,12
CUST-0402,Quinn Taylor,quinn.taylor918@email.com,VIP,5564.99,10
CUST-0441,Peter Hernandez,peter.hernandez674@email.com,VIP,7351.99,13
CUST-0370,Emily Wilson,emily.wilson453@email.com,VIP,6782.31,15
CUST-0452,Henry Scott,henry.scott692@email.com,VIP,6522.14,14
CUST-0495,Peter Hernandez,peter.hernandez1@email.com,VIP,7998.79,13
CUST-0350,Xavier Harris,xavier.harris520@email.com,VIP,3572.86,10
CUST-0027,Sam Martin,sam.martin535@email.com,VIP,6051.99,11
CUST-0096,Yara Walker,yara.walker518@email.com,VIP,4681.74,10
CUST-0234,Liam Jackson,liam.jackson924@email.com,VIP,7155.08,13
CUST-0154,Mason Wright,mason.wright286@email.com,VIP,4429.67,14
CUST-0018,Emily Allen,emily.allen879@email.com,VIP,6052.30,15
CUST-0386,Xavier Hernandez,xavier.hernandez917@email.com,VIP,7380.78,15
CUST-0408,Daniel Thompson,daniel.thompson760@email.com,VIP,2192.90,12
CUST-0144,Isabella Hernandez,isabella.hernandez983@email.com,VIP,5197.54,15
CUST-0189,Uma Brown,uma.brown801@email.com,VIP,3328.37,15
CUST-0205,Isabella Davis,isabella.davis195@email.com,VIP,3537.65,14
CUST-0483,Rachel Harris,rachel.harris634@email.com,VIP,5795.33,14
CUST-0268,Emily Miller,emily.miller849@email.com,VIP,6692.09,12
CUST-0229,James Martin,james.martin755@email.com,VIP,2134.51,10
CUST-0251,Xavier Rodriguez,xavier.rodriguez784@email.com,VIP,6423.74,14
CUST-0106,Kate Olatunji,kate.anderson885@email.com,VIP,6588.46,14
CUST-0209,Abigail Allen,abigail.allen197@email.com,VIP,5809.19,13
CUST-0216,Sophia Martin,sophia.martin115@email.com,VIP,8733.96,15
CUST-0356,Harper Johnson,harper.johnson645@email.com,VIP,3812.55,15
CUST-0362,Benjamin Scott,benjamin.scott431@email.com,VIP,8801.93,11
CUST-0266,David Harris,david.harris629@email.com,VIP,3875.19,15
CUST-0031,Liam Obaje,liam.martinez802@email.com,VIP,4103.44,15
CUST-0172,Abigail Johnson,abigail.johnson816@email.com,VIP,4241.88,10
CUST-0351,Wendy Owem,wendy.gonzalez900@email.com,VIP,6191.31,11
CUST-0437,Abigail Adewale,abigail.moore447@email.com,VIP,4614.84,10
CUST-0040,Rachel Smith,rachel.smith84@email.com,VIP,3387.13,11
CUST-0118,Jack King,jack.king133@email.com,VIP,5822.69,14
CUST-0063,Lucas Robinson,lucas.robinson170@email.com,VIP,5118.80,13
CUST-0373,Quinn Smith,quinn.smith968@email.com,VIP,7783.45,15
CUST-0034,Alice Harris,alice.harris211@email.com,VIP,4747.29,15
CUST-0240,Kate Johnson,kate.johnson117@email.com,VIP,4734.01,12
CUST-0288,Sophia Johnson,sophia.johnson501@email.com,VIP,5315.89,11
CUST-0290,Abigail Hall,abigail.hall286@email.com,VIP,5591.63,13
CUST-0292,Yara Lopez,yara.lopez325@email.com,VIP,4615.42,15
CUST-0319,Sam Harris,sam.harris514@email.com,VIP,4847.36,13
CUST-0126,Emily Hernandez,emily.hernandez811@email.com,VIP,4220.33,13
CUST-0231,Wendy Clark,wendy.clark652@email.com,VIP,5830.00,10
CUST-0124,Yara Jones,yara.jones634@email.com,VIP,6472.20,12
CUST-0187,Joseph Adewale,joseph.moore215@email.com,VIP,4276.13,12
CUST-0197,Sam Martin,sam.martin484@email.com,VIP,4886.93,10
CUST-0064,Harper Smith,harper.smith427@email.com,VIP,4970.15,13
CUST-0305,Diana Smith,diana.smith775@email.com,VIP,2114.05,10
CUST-0204,Olivia Johnson,olivia.johnson260@email.com,VIP,3318.45,14
CUST-0020,Liam Owem,liam.gonzalez86@email.com,VIP,5180.30,15
CUST-0035,Diana Lee,diana.lee992@email.com,VIP,4950.96,12
CUST-0153,Tara King,tara.king297@email.com,VIP,3539.04,10
CUST-0239,Ivy Garcia,ivy.garcia788@email.com,VIP,4659.52,12
CUST-0001,Sam King,sam.king258@email.com,VIP,2638.64,10
CUST-0014,Henry Jones,henry.jones62@email.com,VIP,9367.06,14
CUST-0041,Victor White,victor.white377@email.com,VIP,6913.43,10
CUST-0417,Yara Brown,yara.brown669@email.com,VIP,3085.57,11
CUST-0170,Ava Lee,ava.lee508@email.com,VIP,6012.20,10
CUST-0099,Charlie Johnson,charlie.johnson515@email.com,VIP,4665.25,13
CUST-0263,Emma Miller,emma.miller562@email.com,VIP,2420.89,11
CUST-0307,William King,william.king854@email.com,VIP,1598.37,11
CUST-0023,Charlotte Scott,charlotte.scott536@email.com,VIP,8564.10,13
CUST-0270,Sam Lopez,sam.lopez546@email.com,VIP,6417.46,10
CUST-0380,Ava White,ava.white323@email.com,VIP,3399.50,10
CUST-0232,Uma Lee,uma.lee885@email.com,VIP,3282.94,11
CUST-0238,Lucas Miller,lucas.miller347@email.com,VIP,8547.73,14
CUST-0131,Ivy Johnson,ivy.johnson689@email.com,VIP,5329.56,14
CUST-0353,Mason Clark,mason.clark207@email.com,VIP,6059.52,10
CUST-0471,Charlie Nwachukwu,charlie.green803@email.com,VIP,7831.23,13
CUST-0033,Zack Robinson,zack.robinson24@email.com,VIP,4036.71,13
